=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2023-11-14_12-29-46
====================================================================================
12:29:46 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
12:29:46 | [PermissionManager] Perm (TeleportToCrosshair) has been registered!
12:29:46 | [PermissionManager] Perm (FreeCamera) has been registered!
12:29:46 | [PermissionManager] Perm (RepairVehiclesAtCrosshair) has been registered!
12:29:46 | [PermissionManager] Perm (MenuItemManager) has been registered!
12:29:47 | [PermissionManager] Perm (MenuItemManager:SpawnItem) has been registered!
12:29:47 | [PermissionManager] Perm (MenuItemManager:EditPreset) has been registered!
12:29:47 | [PermissionManager] Perm (MenuItemManager:SpawnPreset) has been registered!
12:29:47 | [PermissionManager] Perm (MenuItemManager:DeletePreset) has been registered!
12:29:47 | [PermissionManager] Perm (MenuItemManager:AddPreset) has been registered!
12:29:47 | [PermissionManager] Perm (MenuServerManager) has been registered!
12:29:47 | [PermissionManager] Perm (ServerManager:RestartServer) has been registered!
12:29:47 | [PermissionManager] Perm (ServerManager:LockServer) has been registered!
12:29:47 | [PermissionManager] Perm (ServerManager:KickAllPlayers) has been registered!
12:29:47 | [PermissionManager] Perm (ServerManager:LoadScripts) has been registered!
12:29:47 | [PermissionManager] Perm (MenuWeatherManager) has been registered!
12:29:47 | [PermissionManager] Perm (WeatherManager:ApplyWeather) has been registered!
12:29:47 | [PermissionManager] Perm (WeatherManager:ApplyTime) has been registered!
12:29:47 | [PermissionManager] Perm (WeatherManager:SavePreset) has been registered!
12:29:47 | [PermissionManager] Perm (WeatherManager:DeletePreset) has been registered!
12:29:47 | [PermissionManager] Perm (WeatherManager:ApplyPreset) has been registered!
12:29:47 | [PermissionManager] Perm (WeatherManager:ApplyTimePreset) has been registered!
12:29:47 | [PermissionManager] Perm (WeatherManager:SaveTimePreset) has been registered!
12:29:47 | [PermissionManager] Perm (WeatherManager:DeleteTimePreset) has been registered!
12:29:47 | [PermissionManager] Perm (MenuObjectManager) has been registered!
12:29:47 | [PermissionManager] Perm (MenuObjectManager:CreateNewSet) has been registered!
12:29:47 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
12:29:47 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
12:29:47 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
12:29:47 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
12:29:47 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
12:29:47 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
12:29:47 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
12:29:47 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
12:29:47 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
12:29:47 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
12:29:47 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
12:29:47 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
12:29:47 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
12:29:47 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
12:29:47 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
12:29:47 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
12:29:47 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
12:29:47 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
12:29:47 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
12:29:47 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
12:29:47 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
12:29:47 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
12:29:47 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
12:29:47 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
12:29:47 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
12:29:47 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
12:29:47 | [PermissionManager] Perm (MenuBansManager) has been registered!
12:29:47 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
12:29:47 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
12:29:47 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
12:29:47 | [PermissionManager] Perm (MenuWebHooks) has been registered!
12:29:47 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
12:29:47 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
12:29:47 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
12:29:47 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
12:29:47 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
12:29:47 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
12:29:47 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
12:29:47 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
12:29:47 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
12:29:47 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
12:29:47 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
12:29:47 | [PermissionManager] Perm (EspToolsMenu) has been registered!
12:29:47 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
12:29:47 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
12:29:47 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
12:29:47 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
12:29:47 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
12:29:47 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
12:29:47 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
12:29:47 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
12:29:47 | [PermissionManager] Adding Super Admin (Removethistextandaddyoursteam64ID(eachIDentryona*newline*,nospacesbetweenorcommas))
12:29:47 | [PermissionManager] Adding Super Admin (76561198195638943)
12:29:47 | [PermissionManager] Loaded UserGroups.json
12:29:47 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
12:29:47 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
12:29:47 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
12:29:47 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
12:29:47 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
12:29:47 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
12:29:47 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
12:29:47 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
12:29:47 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
12:29:47 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
12:29:47 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
12:29:47 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
12:29:47 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
12:29:47 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
12:29:47 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
12:29:47 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
12:29:47 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
12:29:47 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
12:29:47 | Building Sets Loaded: 0
12:29:47 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
12:29:47 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
12:50:41 | Player "Survivor" (steamId=76561198195638943) connected to server!
12:59:21 | "Survivor" (steamid=76561198195638943) toggled godmode
12:59:34 | [WeatherManager] Send Data Count is 0
12:59:40 | [Time Manager] Setting Date to 2013/9/21 6:52
12:59:45 | "Survivor" (steamid=76561198195638943) teleported to crosshair (pos=<15198.317383, 10.743847, 13871.388672>)
12:59:45 | "Survivor" (steamid=76561198195638943) teleported to crosshair (pos=<15192.852539, 10.307292, 13866.199219>)
12:59:45 | "Survivor" (steamid=76561198195638943) teleported to crosshair (pos=<15192.852539, 10.307299, 13866.200195>)
12:59:45 | "Survivor" (steamid=76561198195638943) teleported to crosshair (pos=<15191.087891, 10.277192, 13864.526367>)
12:59:46 | "Survivor" (steamid=76561198195638943) teleported to crosshair (pos=<15178.818359, 10.170009, 13861.423828>)
12:59:47 | "Survivor" (steamid=76561198195638943) teleported to crosshair (pos=<15158.787109, 9.884946, 13854.065430>)
12:59:47 | "Survivor" (steamid=76561198195638943) teleported to crosshair (pos=<15158.858398, 9.887993, 13854.093750>)
12:59:47 | "Survivor" (steamid=76561198195638943) teleported to crosshair (pos=<15147.263672, 10.316360, 13849.771484>)
12:59:47 | "Survivor" (steamid=76561198195638943) teleported to crosshair (pos=<15146.446289, 10.316078, 13849.555664>)
12:59:47 | "Survivor" (steamid=76561198195638943) teleported to crosshair (pos=<15145.720703, 10.315839, 13849.374023>)
12:59:47 | "Survivor" (steamid=76561198195638943) teleported to crosshair (pos=<15139.841797, 10.190984, 13847.977539>)
12:59:47 | "Survivor" (steamid=76561198195638943) teleported to crosshair (pos=<15134.699219, 10.326571, 13847.411133>)
12:59:47 | "Survivor" (steamid=76561198195638943) teleported to crosshair (pos=<15130.806641, 10.887504, 13846.928711>)
12:59:47 | "Survivor" (steamid=76561198195638943) teleported to crosshair (pos=<15125.833008, 11.600119, 13845.165039>)
12:59:47 | "Survivor" (steamid=76561198195638943) teleported to crosshair (pos=<15125.280273, 11.755054, 13845.335938>)
12:59:47 | "Survivor" (steamid=76561198195638943) teleported to crosshair (pos=<15124.791016, 11.897323, 13845.543945>)
12:59:47 | "Survivor" (steamid=76561198195638943) teleported to crosshair (pos=<15125.050781, 12.815701, 13845.445313>)
12:59:47 | "Survivor" (steamid=76561198195638943) teleported to crosshair (pos=<15124.905273, 13.433436, 13845.506836>)
12:59:47 | "Survivor" (steamid=76561198195638943) teleported to crosshair (pos=<15124.810547, 13.496320, 13845.540039>)
